Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Michigan,US,2021-12-09 04:32:46,43.3266,-84.5361,1553790,26648,,,26.0,15558.348337219608,19064043.0,,1.7150322759188823,84000026.0,USA,190891.31845985173,
Minnesota,US,2021-12-09 04:32:46,45.6945,-93.9002,948490,9898,,,27.0,16818.295945551057,13246872.0,,1.0435534375691888,84000027.0,USA,234888.94310834465,
Mississippi,US,2021-12-09 04:32:46,32.7416,-89.6787,517925,10312,,,28.0,17402.52252155386,2696857.0,,1.991021866100304,84000028.0,USA,90615.65801981016,
Missouri,US,2021-12-09 04:32:46,38.4561,-92.2884,935956,15660,,,29.0,15249.97116055781,7973542.0,,1.6731555756894554,84000029.0,USA,129916.66867619465,
Montana,US,2021-12-09 04:32:46,46.9219,-110.4544,193277,2781,,,30.0,18083.923883163763,2232022.0,,1.4388675320912472,84000030.0,USA,208838.6924132046,
Nebraska,US,2021-12-09 04:32:46,41.1254,-98.2681,318657,3231,,,31.0,16473.101848214028,4254600.0,,1.0139428915730708,84000031.0,USA,219943.2591263064,
Nevada,US,2021-12-09 04:32:46,38.3135,-117.0554,462811,8145,,,32.0,15025.570133460773,4870273.0,,1.7598976688108106,84000032.0,USA,158117.73819248116,
New Hampshire,US,2021-12-09 04:32:46,43.4525,-71.5639,171538,1768,,,33.0,12615.76908622494,2937794.0,,1.0306754188576293,84000033.0,USA,216060.17749359974,
New Jersey,US,2021-12-09 04:32:46,40.2989,-74.521,1283925,28518,,,34.0,14455.049937008778,16366100.0,,2.221157777907588,84000034.0,USA,184257.4860479229,
New Mexico,US,2021-12-09 04:32:46,34.8405,-106.2485,326713,5445,,,35.0,15581.289652136631,5398949.0,,1.6666003495422588,84000035.0,USA,257481.60675000199,
New York,US,2021-12-09 04:32:46,42.1657,-74.9481,2806456,57934,,,36.0,14426.438429447442,82057636.0,,2.0643117155586976,84000036.0,USA,421812.9318328917,
North Carolina,US,2021-12-09 04:32:46,35.6301,-79.8064,1558510,18923,,,37.0,14859.81614945113,17997171.0,,1.2141725109238952,84000037.0,USA,171596.36593299595,
North Dakota,US,2021-12-09 04:32:46,47.5289,-99.78399999999999,165845,1978,,,38.0,21762.66498001475,1977205.0,,1.1926799119659923,84000038.0,USA,259454.611304592,
Northern Mariana Islands,US,2021-12-09 04:32:46,15.0979,145.6739,395,3,,,69.0,716.3063977948643,17542.0,,0.759493670886076,580.0,MNP,31811.25779776585,
Ohio,US,2021-12-09 04:32:46,40.3888,-82.7649,1752508,28917,,,39.0,14992.668383365699,18369483.0,,1.5412768443853038,84000039.0,USA,157150.53340291386,
Oklahoma,US,2021-12-09 04:32:46,35.5653,-96.9289,676890,12059,,,40.0,17106.266384059927,4723087.0,,1.7815302338637002,84000040.0,USA,119361.17297801776,
Oregon,US,2021-12-09 04:32:46,44.571999999999996,-122.0709,398262,5318,,,41.0,9442.55177598793,8215480.0,,1.3353018866977016,84000041.0,USA,194784.07496721586,
Pennsylvania,US,2021-12-09 04:32:46,40.5908,-77.2098,1799753,34198,,,42.0,14058.38577114853,20200730.0,,1.9001496316438977,84000042.0,USA,157793.68346590517,
Puerto Rico,US,2021-12-09 04:32:46,18.2208,-66.5901,189495,3274,,,72.0,5933.411278600893,3154411.0,,1.7277500725612813,630.0,PRI,98769.98234646149,
Rhode Island,US,2021-12-09 04:32:46,41.6809,-71.5118,198729,2949,,,44.0,18759.327556895147,6171158.0,,1.483930377549326,84000044.0,USA,582535.8871999253,
South Carolina,US,2021-12-09 04:32:46,33.8569,-80.945,926454,14334,,,45.0,17993.89129013575,10210957.0,,1.5471896068234365,84000045.0,USA,198320.53207849566,
South Dakota,US,2021-12-09 04:32:46,44.2998,-99.4388,170416,2384,,,46.0,19263.467618596544,1086189.0,,1.3989296779645104,84000046.0,USA,122780.52899478785,
Tennessee,US,2021-12-09 04:32:46,35.7478,-86.6923,1331703,17668,,,47.0,19500.206027844655,10818290.0,,1.326722249630736,84000047.0,USA,158412.8622290192,
Texas,US,2021-12-09 04:32:46,31.0545,-97.5635,4402906,74370,,,48.0,15058.487100288487,37336103.0,,1.7032568001445605,84000048.0,USA,128763.47161170926,
Utah,US,2021-12-09 04:32:46,40.15,-111.8624,607954,3622,,,49.0,18963.255289058685,4842298.0,,0.5957687588205687,84000049.0,USA,151040.593794429,
Vermont,US,2021-12-09 04:32:46,44.0459,-72.7107,53835,425,,,50.0,8627.555934479615,2637753.0,,0.7894492430574905,84000050.0,USA,422724.2787933762,
Virgin Islands,US,2021-12-09 04:32:46,18.3358,-64.8963,7582,87,,,78.0,7068.27758511392,229499.0,,1.1474544974940648,850.0,VIR,213949.174031398,
Virginia,US,2021-12-09 04:32:46,37.7693,-78.17,988147,14838,,,51.0,11576.882436791482,10618892.0,,1.5015984463850014,84000051.0,USA,124408.27558347653,
Washington,US,2021-12-09 04:32:46,47.4009,-121.4905,787245,9497,,,53.0,10338.227996112355,9958651.0,,1.2063588844641757,84000053.0,USA,130778.60713210286,
West Virginia,US,2021-12-09 04:32:46,38.4912,-80.9545,303173,5036,,,54.0,16916.748458692284,4673523.0,,1.6610977890511358,84000054.0,USA,260777.8826178879,
Wisconsin,US,2021-12-09 04:32:46,44.2685,-89.6165,1012189,10260,,,55.0,17384.29323544071,12465728.0,,1.0136446849353233,84000055.0,USA,214098.22764843702,
Wyoming,US,2021-12-09 04:32:46,42.756,-107.3025,112551,1472,,,56.0,19446.954604593622,1160682.0,,1.3078515517409885,84000056.0,USA,200546.6869629673,
